# trackType=Official Forecast Track,baseTime=2023-10-23T03:00:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# DisturbanceId=2324-01F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# CycloneName=Lola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# MathType of Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(Time->(Latitude,Longitude,Symbol,Category,Pressure,PressureOCI,RadiusOCI,Radius1000hPa,RadiusMaxWinds,MeanWind,WindGust,VerticalExtent,Uncertainty,FinalT,CurrentIntensity,GaleRadius,StrongGaleRadius,StormRadius,HurricaneRadius,NEGaleRadius,SEGaleRadius,SWGaleRadius,NWGaleRadius,NEStrongGaleRadius,SEStrongGaleRadius,SWStrongGaleRadius,NWStrongGaleRadius,NEStormRadius,SEStormRadius,SWStormRadius,NWStormRadius,NEHurricaneRadius,SEHurricaneRadius,SWHurricaneRadius,NWHurricaneRadius,P5Wind,DataSource,Land/Water,CycloneStatus,HowLocation,DataTNoDvorak,ModelTNoDvorak,PatternTNoDvorak,UncPressure,HowPressure,P/W_Method,HowMaxWindRadius,HowGaleRadius,HowStormRadius,HowHurricaneRadius,UncMaxWindSpeed,HowMaxWindSpeed,HowGust,EyeRadius,UncEyeRadius,HowEyeRadius)),
2020-04-08T06:00:00Z,-20.0939,180.903,4,3,936,1006,NaN,NaN,NaN,111,136,NaN,281,NaN,NaN,NaN,NaN,NaN,NaN,186,196,166,146,NaN,NaN,NaN,NaN,116,116,106,106,86,86,76,76,141,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2020-04-08T09:00:00Z,-20.6,181.967,4,3,939,1006,NaN,NaN,NaN,112,137,NaN,282,NaN,NaN,NaN,NaN,NaN,NaN,187,197,167,147,NaN,NaN,NaN,NaN,117,117,107,107,87,87,77,77,142,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2020-04-08T12:00:00Z,-21.3326,183.184,4,3,940,1006,NaN,NaN,NaN,113,138,NaN,283,NaN,NaN,NaN,NaN,NaN,NaN,188,198,168,148,NaN,NaN,NaN,NaN,118,118,108,108,88,88,78,78,143,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2020-04-08T15:00:00Z,-22.1,184.433,4,3,942,1006,NaN,NaN,NaN,114,139,NaN,284,NaN,NaN,NaN,NaN,NaN,NaN,189,199,169,149,NaN,NaN,NaN,NaN,119,119,109,109,89,89,79,79,144,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2020-04-08T18:00:00Z,-22.6664,185.518,3,3,945,1006,NaN,NaN,NaN,115,140,NaN,285,NaN,NaN,NaN,NaN,NaN,NaN,190,200,170,150,NaN,NaN,NaN,NaN,120,120,110,110,90,90,80,80,145,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2020-04-08T21:00:00Z,-23.2364,186.691,3,3,948,1006,NaN,NaN,NaN,116,141,NaN,286,NaN,NaN,NaN,NaN,NaN,NaN,191,201,171,151,NaN,NaN,NaN,NaN,121,121,111,111,91,91,81,81,146,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2020-04-09T00:00:00Z,-23.9532,188.206,3,3,953,1006,NaN,NaN,NaN,117,142,NaN,287,NaN,NaN,NaN,NaN,NaN,NaN,192,202,172,152,NaN,NaN,NaN,NaN,122,122,112,112,92,92,82,82,147,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2020-04-09T03:00:00Z,-24.7,189.789,2,3,958,1006,NaN,NaN,NaN,118,143,NaN,288,NaN,NaN,NaN,NaN,NaN,NaN,193,203,173,153,NaN,NaN,NaN,NaN,123,123,113,113,93,93,83,83,148,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2020-04-09T06:00:00Z,-25.3468,191.053,2,3,963,1006,NaN,NaN,NaN,119,144,NaN,289,NaN,NaN,NaN,NaN,NaN,NaN,194,204,174,154,NaN,NaN,NaN,NaN,124,124,114,114,94,94,84,84,149,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2020-04-09T09:00:00Z,-25.9889,192.356,1,3,968,1006,NaN,NaN,NaN,120,145,NaN,290,NaN,NaN,NaN,NaN,NaN,NaN,195,205,175,155,NaN,NaN,NaN,NaN,125,125,115,115,95,95,85,85,150,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2020-04-09T12:00:00Z,-26.6621,193.866,1,3,973,1006,NaN,NaN,NaN,121,146,NaN,291,NaN,NaN,NaN,NaN,NaN,NaN,196,206,176,156,NaN,NaN,NaN,NaN,126,126,116,116,96,96,86,86,151,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2020-04-09T15:00:00Z,-27.4364,195.436,0,3,978,1006,NaN,NaN,NaN,122,147,NaN,292,NaN,NaN,NaN,NaN,NaN,NaN,197,207,177,157,NaN,NaN,NaN,NaN,127,127,117,117,97,97,87,87,152,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2020-04-09T18:00:00Z,-28.388,196.995,0,3,979,1006,NaN,NaN,NaN,123,148,NaN,293,NaN,NaN,NaN,NaN,NaN,NaN,198,208,178,158,NaN,NaN,NaN,NaN,128,128,118,118,98,98,88,88,153,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2020-04-09T21:00:00Z,-29.3667,198.6,0,3,980,1006,NaN,NaN,NaN,124,149,NaN,294,NaN,NaN,NaN,NaN,NaN,NaN,199,209,179,159,NaN,NaN,NaN,NaN,129,129,119,119,99,99,89,89,154,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2020-04-10T00:00:00Z,-30.1484,200.231,0,3,979,1006,NaN,NaN,NaN,125,150,NaN,295,NaN,NaN,NaN,NaN,NaN,NaN,200,210,180,160,NaN,NaN,NaN,NaN,130,130,120,120,100,100,90,90,155,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2020-04-10T03:00:00Z,-30.9667,201.967,0,3,979,1006,NaN,NaN,NaN,126,151,NaN,296,NaN,NaN,NaN,NaN,NaN,NaN,201,211,181,161,NaN,NaN,NaN,NaN,131,131,121,121,101,101,91,91,156,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2020-04-10T06:00:00Z,-32.0718,203.947,0,3,981,1006,NaN,NaN,NaN,127,152,NaN,297,NaN,NaN,NaN,NaN,NaN,NaN,202,212,182,162,NaN,NaN,NaN,NaN,132,132,122,122,102,102,92,92,157,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2020-04-10T09:00:00Z,-33.0818,205.945,0,3,984,1006,NaN,NaN,NaN,128,153,NaN,298,NaN,NaN,NaN,NaN,NaN,NaN,203,213,183,163,NaN,NaN,NaN,NaN,133,133,123,123,103,103,93,93,158,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2020-04-10T12:00:00Z,-33.674,207.627,0,3,985,1006,NaN,NaN,NaN,129,154,NaN,299,NaN,NaN,NaN,NaN,NaN,NaN,204,214,184,164,NaN,NaN,NaN,NaN,134,134,124,124,104,104,94,94,159,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2020-04-10T15:00:00Z,-34.0857,209.114,0,3,986,1006,NaN,NaN,NaN,130,155,NaN,300,NaN,NaN,NaN,NaN,NaN,NaN,205,215,185,165,NaN,NaN,NaN,NaN,135,135,125,125,105,105,95,95,160,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
